id_declaracion,id_importador,tipo_importador,departamento,ciudad,subpartida_arancelaria,descripcion_producto,pais_origen,anio_declaracion,valor_fob,fletes,seguros,valor_cif,arancel,iva,valor_total_pagar,estado_declaracion,fecha_declaracion
IMP-2026-00431,IM-218423,Persona jurídica,Antioquia,Itagüí,8471.30.00,Máquinas automáticas para procesamiento de datos,España,2024,20926000.0,-1649000.0,294000.0,22869000.0,1997900.0,4724700.0,29591600.0,Presentada,2024-08-16
IMP-2026-00071,IM-739979,Persona jurídica,Valle del Cauca,,3004.90.00,Medicamentos para uso humano,Corea del Sur,2024,24843000.0,686000.0,319000.0,25848000.0,2985400.0,5478300.0,34311700.0,Presentada,2024-08-19
IMP-2026-00325,IM-174461,Persona natural,Cundinamarca,Soacha,6109.10.00,Camisetas de punto de algodón,Corea del Sur,2025,68586000.0,3204000.0,873000.0,72663000.0,3915400.0,14549900.0,91128300.0,Con corrección,2025-11-20
IMP-2026-00257,IM-305721,Persona jurídica,Valle del Cauca,Buenaventura,8517.12.00,Teléfonos móviles,Brasil,2025,47037000.0,2656000.0,597000.0,50290000.0,1740100.0,9885700.0,61915800.0,Extemporánea,2025-05-05
IMP-2026-00285,IM-849979,Persona jurídica,Santander,Floridablanca,6109.10.00,Camisetas de punto de algodón,Japón,2025,22858000.0,832000.0,456000.0,24146000.0,1543600.0,4881000.0,30570600.0,Presentada,2025-11-05
IMP-2026-00039,IM-470858,Persona jurídica,ANTIOQUIA,Medellín,9403.60.00,Muebles de madera,México,2024,87840000.0,3695000.0,1272000.0,92807000.0,8819400.0,19309000.0,120935400.0,En revisión,2024-11-04
IMP-2026-00151,IM-731661,Persona natural,Bogotá D.C.,Bogotá,6109.10.00,Camisetas de punto de algodón,Estados Unidos,2025,43028000.0,2376000.0,696000.0,46100000.0,2984900.0,9326100.0,58411000.0,En revisión,2025-04-06
IMP-2026-00299,IM-244564,Persona jurídica,Antioquia,Itagüí,6109.10.00,Camisetas de punto de algodón,Japón,2025,25335000.0,1419000.0,238000.0,26992000.0,2813800.0,5663100.0,35468900.0,En revisión,2025-07-20
IMP-2026-00462,IM-186345,Persona natural,Valle del Cauca,Buenaventura,9403.60.00,Muebles de madera,México,2024,254317000.0,11341000.0,4475000.0,270133000.0,15552900.0,54280300.0,339966200.0,Presentada,2024-06-17
IMP-2026-00164,IM-826501,Persona natural,Atlántico,Soledad,6109.10.00,Camisetas de punto de algodón,España,2024,11864000.0,333000.0,71000.0,12268000.0,1821700.0,2677000.0,16766700.0,Presentada,2024-03-27
IMP-2026-00168,IM-900185,Persona natural,Atlántico,,9403.60.00,Muebles de madera,Alemania,2024,32507000.0,2076000.0,620000.0,35203000.0,957000.0,6870400.0,43030400.0,Extemporánea,2024-05-03
IMP-2026-00275,IM-637333,Persona jurídica,Valle del Cauca,Cali,3004.90.00,Medicamentos para uso humano,Estados Unidos,2025,133086000.0,3945000.0,2298000.0,139329000.0,17391100.0,29776800.0,186496900.0,Presentada,2025-09-18
IMP-2026-00207,IM-786041,Persona jurídica,Valle del Cauca,Cali,8703.23.00,Vehículos automóviles con motor de émbolo,Alemania,2025,81954000.0,1736000.0,538000.0,84228000.0,10106300.0,17923500.0,112257800.0,Presentada,2025-10-27
IMP-2026-00245,IM-568127,Persona natural,Bogotá D.C.,Bogotá,8471.30.00,Máquinas automáticas para procesamiento de datos,Brasil,2024,169265000.0,6623000.0,2435000.0,178323000.0,23698500.0,38384100.0,240405600.0,Presentada,2024-10-02
IMP-2026-00189,IM-295085,Persona jurídica,Santander,Floridablanca,6109.10.00,Camisetas de punto de algodón,Japón,2024,195914000.0,14902000.0,3700000.0,214516000.0,14506800.0,43514300.0,272537100.0,Presentada,2024-01-24
IMP-2026-00438,IM-578368,PERSONA JURÍDICA,Atlántico,Soledad,8517.12.00,Teléfonos móviles,Corea del Sur,2024,52829000.0,3366000.0,879000.0,57074000.0,5617500.0,11911400.0,74602900.0,Presentada,2024-11-22
IMP-2026-00478,IM-376021,Persona natural,Bogotá D.C.,Bogotá,8703.23.00,Vehículos automóviles con motor de émbolo,ESTADOS UNIDOS,2024,23463000.0,1390000.0,187000.0,25040000.0,2123400.0,5161000.0,32324400.0,Presentada,2024-09-07
IMP-2026-00146,IM-878086,Persona natural,Atlántico,Barranquilla,8517.12.00,Teléfonos móviles,Japón,2025,156235000.0,5491000.0,2453000.0,164179000.0,22046100.0,35382800.0,221607900.0,Presentada,2025-02-13
IMP-2026-00441,IM-856609,Persona jurídica,Valle del Cauca,Cali,3004.90.00,Medicamentos para uso humano,Estados Unidos,2024,23474000.0,1182000.0,413000.0,25069000.0,2755600.0,5286700.0,33111300.0,Con corrección,2024-12-24
IMP-2026-00434,IM-273438,Persona natural,Valle del Cauca, yumbo ,6109.10.00,Camisetas de punto de algodón,España,2025,17206000.0,790000.0,199000.0,18195000.0,1672900.0,3774900.0,23642800.0,Con corrección,2025-08-28
IMP-2026-00405,IM-986486,Persona natural,Santander,Floridablanca,9403.60.00,Muebles de madera,México,2025,32170000.0,756000.0,641000.0,33567000.0,290900.0,6433000.0,40290900.0,Con corrección,2025-09-10
IMP-2026-00351,IM-918895,Persona natural,Valle del Cauca,Cali,8471.30.00,Máquinas automáticas para procesamiento de datos,México,2024,13306000.0,582000.0,205000.0,14093000.0,821400.0,2833700.0,17748100.0,En revisión,2024-01-27
IMP-2026-00369,IM-767090,Persona natural,Santander,Bucaramanga,6109.10.00,Camisetas de punto de algodón,Corea del Sur,2025,29652000.0,1781000.0,191000.0,31624000.0,2959300.0,6570800.0,41154100.0,Extemporánea,2025-06-06
IMP-2026-00412,IM-554779,Persona jurídica,Bogotá D.C.,Bogotá,3004.90.00,Medicamentos para uso humano,Japón,2024,6570000.0,136000.0,74000.0,6780000.0,489500.0,1381200.0,8650700.0,Extemporánea,2024-03-20
IMP-2026-00307,IM-316995,Persona natural,Santander,Floridablanca,6109.10.00,Camisetas de punto de algodón,Corea del Sur,2024,161393000.0,3534000.0,3073000.0,168000000.0,1309700.0,32168800.0,201478500.0,Con corrección,2024-04-27
IMP-2026-00286,IM-825309,Persona jurídica,Cundinamarca,Mosquera,3004.90.00,Medicamentos para uso humano,China,2025,261294000.0,12303000.0,1948000.0,275545000.0,32850900.0,58595200.0,366991100.0,Con corrección,2025-09-17
IMP-2026-00386,IM-580412,Persona natural,Atlántico,Soledad,8517.12.00,Teléfonos móviles,Japón,2025,16128000.0,1092000.0,305000.0,17525000.0,616800.0,3446900.0,21588700.0,Presentada,2025-05-17
IMP-2026-00176,IM-592972,Persona natural,Valle del Cauca,Yumbo,8517.12.00,Teléfonos móviles,Japón,2024,4364000.0,333000.0,63000.0,4760000.0,239100.0,949800.0,5948900.0,Con corrección,2024-07-28
IMP-2026-00419,IM-785315,Persona natural,Atlántico,Barranquilla,8517.12.00,Teléfonos móviles,China,2024,20398000.0,1250000.0,236000.0,21884000.0,836000.0,4316800.0,27036800.0,Presentada,2024-11-04
IMP-2026-00365,IM-452909,Persona jurídica,Valle del Cauca,Buenaventura,9403.60.00,Muebles de madera,Corea del Sur,2025,45138000.0,3479000.0,633000.0,49250000.0,6051800.0,10507300.0,65809100.0,En revisión,2025-10-04
IMP-2026-00230,IM-997734,Persona jurídica,Santander,Floridablanca,8703.23.00,Vehículos automóviles con motor de émbolo,Japón,2024,80222000.0,1852000.0,998000.0,83072000.0,7437100.0,17196700.0,107705800.0,Con corrección,2024-03-20
IMP-2026-00457,IM-292800,Persona natural,Atlántico,Soledad,8471.30.00,Máquinas automáticas para procesamiento de datos,México,2025,17572000.0,413000.0,176000.0,18161000.0,2138200.0,3856800.0,24156000.0,Extemporánea,2025-09-08
IMP-2026-00229,IM-581206,Persona jurídica,Antioquia,Medellín,8471.30.00,Máquinas automáticas para procesamiento de datos,México,2025,16880000.0,369000.0,151000.0,17400000.0,1553200.0,3601100.0,22554300.0,Presentada,2025-03-24
IMP-2026-00101,IM-899929,Persona jurídica,Cundinamarca,Mosquera,3004.90.00,Medicamentos para uso humano,España,2025,74337000.0,1894000.0,923000.0,77154000.0,666100.0,14785800.0,92605900.0,Con corrección,2025-06-18
IMP-2026-00410,IM-850432,Persona natural,Bogotá D.C.,Bogotá,3004.90.00,Medicamentos para uso humano,Estados Unidos,2025,9021000.0,660000.0,106000.0,9787000.0,285700.0,1913800.0,11986500.0,Extemporánea,2025-03-11
IMP-2026-00054,IM-597732,Persona jurídica,Atlántico,Soledad,8517.12.00,Teléfonos móviles,Alemania,2025,60176000.0,2531000.0,540000.0,63247000.0,2314700.0,12456700.0,78018400.0,En revisión,2025-03-24
IMP-2026-00228,IM-576419,Persona jurídica,Valle del Cauca,Buenaventura,8517.12.00,Teléfonos móviles,México,2024,10307000.0,501000.0,154000.0,10962000.0,1540400.0,2375500.0,14877900.0,Extemporánea,2024-06-10
IMP-2026-00473,IM-860835,Persona jurídica,Antioquia,Itagüí,8471.30.00,Máquinas automáticas para procesamiento de datos,Corea del Sur,2025,177182000.0,4239000.0,2182000.0,183603000.0,925700.0,35060500.0,219589200.0,Con corrección,2025-02-07
IMP-2026-00156,IM-208529,Persona jurídica,Antioquia,Itagüí,3004.90.00,Medicamentos para uso humano,Estados Unidos,2024,24468000.0,1806000.0,152000.0,26426000.0,2079100.0,5416000.0,33921100.0,En revisión,2024-01-15
IMP-2026-00155,IM-681242,Persona natural,SANTANDER,Bucaramanga,8517.12.00,Teléfonos móviles,España,2025,20777000.0,648000.0,193000.0,21618000.0,562200.0,4214200.0,26394400.0,En revisión,2025-08-19
IMP-2026-00252,IM-495489,Persona natural,Cundinamarca,Chía,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2024,30045000.0,1022000.0,169000.0,31236000.0,83700.0,5950700.0,37270400.0,En revisión,2024-01-09
IMP-2026-00276,IM-922543,Persona jurídica,Valle del Cauca,Buenaventura,8517.12.00,Teléfonos móviles,Japón,2024,17594000.0,888000.0,90000.0,18572000.0,799600.0,3680600.0,23052200.0,Presentada,2024-10-20
IMP-2026-00159,IM-858889,Persona natural,Valle del Cauca,Yumbo,9403.60.00,Muebles de madera,Corea del Sur,2025,65720000.0,4979000.0,877000.0,71576000.0,6137100.0,14765500.0,92478600.0,Presentada,2025-05-09
IMP-2026-00272,IM-812711,Persona jurídica,Bogotá D.C.,Bogotá,8517.12.00,Teléfonos móviles,Estados Unidos,2025,120686000.0,8475000.0,1866000.0,131027000.0,13367500.0,27435000.0,171829500.0,Con corrección,2025-07-06
IMP-2026-00045,IM-101773,Persona natural,Atlántico,Barranquilla,8703.23.00,Vehículos automóviles con motor de émbolo,Corea del Sur,2024,89838000.0,6202000.0,1197000.0,97237000.0,7725200.0,19942800.0,124905000.0,Extemporánea,2024-12-14
IMP-2026-00489,IM-145240,Persona natural,Atlántico,Barranquilla,9403.60.00,Muebles de madera,México,2025,29746000.0,2353000.0,493000.0,32592000.0,132800.0,6217700.0,38942500.0,En revisión,2025-01-08
IMP-2026-00114,IM-810687,Persona natural,Bogotá D.C.,Bogotá,6109.10.00,Camisetas de punto de algodón,Estados Unidos,2024,40329000.0,2072000.0,582000.0,42983000.0,4485800.0,9019100.0,56487900.0,Presentada,2024-10-09
IMP-2026-00323,IM-188341,Persona natural,Cundinamarca,Chía,6109.10.00,Camisetas de punto de algodón,Alemania,2024,65269000.0,2009000.0,559000.0,67837000.0,9884500.0,14767100.0,92488600.0,Presentada,2024-05-21
IMP-2026-00212,IM-246570,Persona jurídica,Cundinamarca,Mosquera,3004.90.00,Medicamentos para uso humano,Corea del Sur,2024,29223000.0,631000.0,226000.0,30080000.0,2630700.0,6215000.0,38925700.0,En revisión,2024-10-17
IMP-2026-00109,IM-182804,Persona jurídica,Atlántico,Soledad,8517.12.00,Teléfonos móviles,Brasil,2024,39094000.0,914000.0,265000.0,40273000.0,710000.0,7786800.0,48769800.0,Extemporánea,2024-03-06
IMP-2026-00170,IM-185569,Persona jurídica,Valle del Cauca,Buenaventura,8517.12.00,Teléfonos móviles,Brasil,2025,34083000.0,2308000.0,273000.0,36664000.0,900000.0,7137200.0,44701200.0,Presentada,2025-04-13
IMP-2026-00080,IM-561865,Persona jurídica,Valle del Cauca,Cali,8517.12.00,Teléfonos móviles,México,2025,111827000.0,7321000.0,583000.0,119731000.0,2084600.0,23145000.0,144960600.0,Presentada,2025-08-16
IMP-2026-00479,IM-138436,Persona jurídica,Atlántico, barranquilla ,8517.12.00,Teléfonos móviles,España,2025,63492000.0,3588000.0,650000.0,67730000.0,1159200.0,13088900.0,81978100.0,En revisión,2025-10-07
IMP-2026-00085,IM-342720,Persona jurídica,CUNDINAMARCA,Chía,9403.60.00,Muebles de madera,Alemania,2025,14924000.0,362000.0,218000.0,15504000.0,61700.0,2957500.0,18523200.0,Extemporánea,2025-05-02
IMP-2026-00009,IM-983794,PERSONA NATURAL,Cundinamarca,,9403.60.00,Muebles de madera,Brasil,2024,21842000.0,1334000.0,253000.0,23429000.0,428900.0,4533000.0,28390900.0,Presentada,2024-11-11
IMP-2026-00033,IM-974244,Persona jurídica,Valle del Cauca,Cali,8703.23.00,Vehículos automóviles con motor de émbolo,China,2025,33893000.0,1733000.0,527000.0,36153000.0,1971900.0,7243700.0,45368600.0,Con corrección,2025-03-15
IMP-2026-00100,IM-861319,Persona jurídica,Cundinamarca,Chía,8517.12.00,Teléfonos móviles,España,2025,72215000.0,2868000.0,1090000.0,76173000.0,8596600.0,16106200.0,100875800.0,En revisión,2025-01-10
IMP-2026-00442,IM-579247,Persona natural,Atlántico,Barranquilla,6109.10.00,Camisetas de punto de algodón,Corea del Sur,2024,71583000.0,3761000.0,992000.0,76336000.0,5820900.0,15609800.0,97766700.0,Presentada,2024-07-07
IMP-2026-00418,IM-930605,Persona natural,Atlántico,Barranquilla,8471.30.00,Máquinas automáticas para procesamiento de datos,Japón,2025,16439000.0,718000.0,195000.0,17352000.0,2043200.0,3685100.0,23080300.0,Con corrección,2025-12-21
IMP-2026-00223,IM-384815,Persona natural,Bogotá D.C.,Bogotá,8517.12.00,Teléfonos móviles,Estados Unidos,2025,51445000.0,2883000.0,770000.0,55098000.0,1449400.0,10744000.0,67291400.0,En revisión,2025-09-23
IMP-2026-00029,IM-171262,Persona natural,Valle del Cauca,Yumbo,8471.30.00,Máquinas automáticas para procesamiento de datos,Japón,2024,43885000.0,3004000.0,809000.0,47698000.0,2275200.0,9494900.0,59468100.0,Presentada,2024-02-20
IMP-2026-00288,IM-332785,Persona natural,Antioquia,Envigado,8471.30.00,Máquinas automáticas para procesamiento de datos,España,2024,80870000.0,2943000.0,1558000.0,85371000.0,1934400.0,16588000.0,103893400.0,Con corrección,2024-02-09
IMP-2026-00376,IM-980651,Persona jurídica,Bogotá D.C.,Bogotá,8471.30.00,Máquinas automáticas para procesamiento de datos,México,2025,22895000.0,601000.0,363000.0,23859000.0,2070000.0,4926500.0,30855500.0,Presentada,2025-10-18
IMP-2026-00056,IM-245095,Persona natural,Bogotá D.C.,Bogotá,8703.23.00,Vehículos automóviles con motor de émbolo,Brasil,2025,56016000.0,2810000.0,765000.0,59591000.0,4402400.0,12158700.0,76152100.0,Extemporánea,2025-09-03
IMP-2026-00482,IM-329448,Persona jurídica,Bogotá D.C.,Bogotá,9403.60.00,Muebles de madera,Brasil,2025,125603000.0,7959000.0,756000.0,134318000.0,14261200.0,28230000.0,176809200.0,Presentada,2025-06-02
IMP-2026-00461,IM-962043,Persona jurídica,Antioquia,Itagüí,9403.60.00,Muebles de madera,España,2025,14301000.0,832000.0,240000.0,15373000.0,272900.0,2972700.0,18618600.0,Extemporánea,2025-01-17
IMP-2026-00417,IM-862491,Persona natural,Bogotá D.C.,Bogotá,3004.90.00,Medicamentos para uso humano,Brasil,2024,25565000.0,1642000.0,310000.0,27517000.0,1551500.0,5523000.0,34591500.0,Presentada,2024-04-08
IMP-2026-00049,IM-932291,Persona natural,Cundinamarca,Chía,9403.60.00,Muebles de madera,Estados Unidos,2024,20175000.0,599000.0,373000.0,21147000.0,1923600.0,4383400.0,27454000.0,Con corrección,2024-09-16
IMP-2026-00420,IM-597440,Persona natural,Cundinamarca,Chía,3004.90.00,Medicamentos para uso humano,Brasil,2024,112662000.0,7937000.0,628000.0,121227000.0,16397700.0,26148700.0,163773400.0,Presentada,2024-09-09
IMP-2026-00381,IM-201400,Persona natural,Antioquia,Itagüí,8471.30.00,Máquinas automáticas para procesamiento de datos,Corea del Sur,2024,5424000.0,217000.0,82000.0,5723000.0,853400.0,1249500.0,7825900.0,Extemporánea,2024-12-22
IMP-2026-00034,IM-878480,Persona natural,Santander,Bucaramanga,6109.10.00,Camisetas de punto de algodón,ALEMANIA,2025,59653000.0,4671000.0,1159000.0,65483000.0,2473100.0,12911700.0,80867800.0,Con corrección,2025-02-04
IMP-2026-00036,IM-103717,PERSONA JURÍDICA,Valle del Cauca,Cali,9403.60.00,Muebles de madera,México,2025,38783000.0,1945000.0,224000.0,40952000.0,1711700.0,8106100.0,50769800.0,Con corrección,2025-05-02
IMP-2026-00064,IM-309044,Persona natural,Santander,Bucaramanga,9403.60.00,Muebles de madera,México,2024,46442000.0,2373000.0,843000.0,49658000.0,5517800.0,10483400.0,65659200.0,En revisión,2024-01-08
IMP-2026-00452,IM-818430,Persona jurídica,Santander,,3004.90.00,Medicamentos para uso humano,China,2025,26705000.0,1195000.0,412000.0,28312000.0,13700.0,5381900.0,33707600.0,Presentada,2025-07-26
IMP-2026-00312,IM-765678,Persona jurídica,Antioquia,Itagüí,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2024,19991000.0,472000.0,174000.0,20637000.0,493900.0,4014900.0,25145800.0,Extemporánea,2024-12-15
IMP-2026-00235,IM-796353,Persona natural,Cundinamarca,Mosquera,8517.12.00,Teléfonos móviles,Brasil,2025,36968000.0,1150000.0,485000.0,38603000.0,5054700.0,8295000.0,51952700.0,Presentada,2025-09-26
IMP-2026-00497,IM-670143,Persona jurídica,Antioquia,Envigado,6109.10.00,Camisetas de punto de algodón,Alemania,2024,28495000.0,885000.0,,29905000.0,2935000.0,6239600.0,39079600.0,En revisión,2024-05-20
IMP-2026-00046,IM-230679,Persona jurídica,Valle del Cauca,Yumbo,8703.23.00,Vehículos automóviles con motor de émbolo,Alemania,2025,11630000.0,401000.0,74000.0,12105000.0,1629100.0,2609500.0,16343600.0,Extemporánea,2025-11-28
IMP-2026-00304,IM-218710,Persona natural,Cundinamarca,Mosquera,9403.60.00,Muebles de madera,Alemania,2025,40910000.0,1679000.0,225000.0,42814000.0,504600.0,8230500.0,51549100.0,Con corrección,2025-09-17
IMP-2026-00178,IM-970720,Persona jurídica,Valle del Cauca,Buenaventura,8517.12.00,Teléfonos móviles,España,2025,26290000.0,1770000.0,191000.0,28251000.0,1321000.0,5618700.0,35190700.0,En revisión,2025-11-06
IMP-2026-00220,IM-908634,Persona jurídica,Bogotá D.C.,Bogotá,8517.12.00,Teléfonos móviles,Brasil,2025,83743000.0,4316000.0,634000.0,88693000.0,3622800.0,17540000.0,109855800.0,Extemporánea,2025-04-10
IMP-2026-00389,IM-447596,Persona natural,Cundinamarca,Soacha,8517.12.00,Teléfonos móviles,China,2025,48257000.0,1335000.0,839000.0,50431000.0,5915800.0,10705900.0,67052700.0,Extemporánea,2025-01-13
IMP-2026-00297,IM-986589,Persona jurídica,Atlántico,Soledad,8517.12.00,Teléfonos móviles,México,2024,38257000.0,913000.0,525000.0,39695000.0,1601700.0,7846400.0,49143100.0,Con corrección,2024-06-12
IMP-2026-00022,IM-198907,Persona natural,Santander,Floridablanca,6109.10.00,Camisetas de punto de algodón,Japón,2025,154583000.0,9707000.0,2537000.0,166827000.0,14045400.0,34365800.0,215238200.0,Con corrección,2025-07-07
IMP-2026-00249,IM-528090,Persona natural,Santander,Floridablanca,8517.12.00,Teléfonos móviles,Alemania,2025,396782000.0,28735000.0,7841000.0,433358000.0,49940600.0,91826700.0,575125300.0,Extemporánea,2025-12-14
IMP-2026-00310,IM-381770,Persona jurídica,Bogotá D.C.,Bogotá,3004.90.00,Medicamentos para uso humano,Japón,2024,75163000.0,5539000.0,993000.0,81695000.0,10015400.0,17425000.0,109135400.0,Extemporánea,2024-10-21
IMP-2026-00200,IM-606404,Persona natural,Atlántico,Barranquilla,3004.90.00,Medicamentos para uso humano,Japón,2025,42254000.0,3122000.0,341000.0,45717000.0,1307700.0,8934700.0,55959400.0,Con corrección,2025-11-10
IMP-2026-00138,IM-969752,Persona jurídica,Atlántico,Barranquilla,3004.90.00,Medicamentos para uso humano,China,2024,15559000.0,754000.0,234000.0,16547000.0,-427700.0,3225200.0,20199900.0,En revisión,2024-10-22
IMP-2026-00025,IM-947272,Persona natural,Bogotá D.C.,Bogotá,3004.90.00,Medicamentos para uso humano,China,2024,43652000.0,3250000.0,381000.0,47283000.0,2910600.0,9536800.0,59730400.0,Presentada,2024-02-15
IMP-2026-00185,IM-387892,PERSONA NATURAL,Antioquia,Envigado,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2025,76620000.0,2237000.0,1057000.0,79914000.0,6064100.0,16335800.0,102313900.0,Extemporánea,2025-10-14
IMP-2026-00206,IM-579441,Persona natural,Antioquia,Envigado,8471.30.00,Máquinas automáticas para procesamiento de datos,Brasil,2024,229697000.0,13675000.0,1242000.0,244614000.0,8144600.0,48024100.0,300782700.0,Con corrección,2024-07-17
IMP-2026-00135,IM-162894,Persona jurídica,Valle del Cauca,Buenaventura,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2025,7251000.0,345000.0,143000.0,7739000.0,571900.0,1579100.0,9890000.0,Extemporánea,2025-03-18
IMP-2026-00300,IM-613426,Persona jurídica,Cundinamarca,Mosquera,8517.12.00,Teléfonos móviles,México,2024,3528000.0,253000.0,59000.0,3840000.0,22800.0,733900.0,4596700.0,En revisión,2024-09-06
IMP-2026-00117,IM-247594,Persona natural,Antioquia,Itagüí,8703.23.00,Vehículos automóviles con motor de émbolo,Japón,2024,355773000.0,13037000.0,2783000.0,371593000.0,25846100.0,75513400.0,472952500.0,Con corrección,2024-08-03
IMP-2026-00213,IM-631958,Persona jurídica,Cundinamarca,Mosquera,9403.60.00,Muebles de madera,Alemania,2025,100335000.0,6928000.0,1016000.0,108279000.0,4213500.0,21373600.0,133866100.0,Extemporánea,2025-10-11
IMP-2026-00459,IM-888669,Persona natural,Antioquia,Medellín,8517.12.00,Teléfonos móviles,Estados Unidos,2025,12715000.0,505000.0,146000.0,13366000.0,177600.0,2573300.0,16116900.0,Con corrección,2025-09-27
IMP-2026-00436,IM-622669,Persona jurídica,Valle del Cauca,Buenaventura,3004.90.00,Medicamentos para uso humano,Corea del Sur,2025,30195000.0,2082000.0,541000.0,32818000.0,4167100.0,7027200.0,44012300.0,Presentada,2025-02-28
IMP-2026-00371,IM-617033,Persona jurídica,Valle del Cauca,Buenaventura,3004.90.00,Medicamentos para uso humano,Corea del Sur,2025,75058000.0,2477000.0,483000.0,78018000.0,276600.0,14876000.0,93170600.0,Extemporánea,2025-03-14
IMP-2026-00232,IM-416613,Persona natural,Antioquia,Envigado,6109.10.00,Camisetas de punto de algodón,Alemania,2025,19714000.0,980000.0,302000.0,20996000.0,1369400.0,4249400.0,26614800.0,Con corrección,2025-05-11
IMP-2026-00218,IM-651002,Persona jurídica,Atlántico,Barranquilla,8517.12.00,Teléfonos móviles,Corea del Sur,2025,120036000.0,2563000.0,1084000.0,123683000.0,10048600.0,25409000.0,159140600.0,En revisión,2025-11-16
IMP-2026-00057,IM-527398,Persona jurídica,Santander,Bucaramanga,9403.60.00,Muebles de madera,España,2024,74452000.0,2743000.0,399000.0,77594000.0,7512700.0,16170300.0,101277000.0,Extemporánea,2024-02-14
IMP-2026-00468,IM-558936,Persona jurídica,Santander,Floridablanca,8517.12.00,Teléfonos móviles,Japón,2024,23378000.0,581000.0,372000.0,24331000.0,1811900.0,4967200.0,31110100.0,Presentada,2024-05-25
IMP-2026-00486,IM-605529,Persona natural,Bogotá D.C.,Bogotá,8703.23.00,Vehículos automóviles con motor de émbolo,México,2025,14509000.0,736000.0,248000.0,15493000.0,1067300.0,3146500.0,19706800.0,Extemporánea,2025-08-26
IMP-2026-00375,IM-831063,Persona jurídica,Valle del Cauca,Cali,8703.23.00,Vehículos automóviles con motor de émbolo,Alemania,2024,213191000.0,13121000.0,4236000.0,230548000.0,4440200.0,44647800.0,279636000.0,Con corrección,2024-04-14
IMP-2026-00373,IM-493696,Persona natural,Antioquia, envigado ,8471.30.00,Máquinas automáticas para procesamiento de datos,Estados Unidos,2024,22805000.0,1270000.0,284000.0,24359000.0,3609200.0,5314000.0,33282200.0,Presentada,2024-06-06
IMP-2026-00182,IM-825686,Persona jurídica,Santander,Floridablanca,3004.90.00,Medicamentos para uso humano,Corea del Sur,2025,14965000.0,948000.0,236000.0,16149000.0,1553100.0,3363400.0,21065500.0,Con corrección,2025-03-16
IMP-2026-00098,IM-386706,Persona jurídica,Santander,Bucaramanga,3004.90.00,Medicamentos para uso humano,España,2025,29202000.0,744000.0,286000.0,30232000.0,4308300.0,6562700.0,41103000.0,Extemporánea,2025-09-23
IMP-2026-00115,IM-194511,Persona jurídica,Antioquia,Envigado,8471.30.00,Máquinas automáticas para procesamiento de datos,Corea del Sur,2025,342980000.0,18884000.0,6351000.0,368215000.0,2510100.0,70437800.0,441162900.0,Extemporánea,2025-12-05
IMP-2026-00279,IM-358568,Persona jurídica,Cundinamarca,Chía,3004.90.00,Medicamentos para uso humano,Brasil,2024,51105000.0,3975000.0,518000.0,55598000.0,5275900.0,11566000.0,72439900.0,Extemporánea,2024-06-09
IMP-2026-00119,IM-749641,Persona jurídica,Santander,Floridablanca,8471.30.00,Máquinas automáticas para procesamiento de datos,Brasil,2024,56050000.0,2162000.0,964000.0,59176000.0,6077900.0,12398200.0,77652100.0,Presentada,2024-08-01
IMP-2026-00384,IM-543940,Persona natural,Bogotá D.C.,Bogotá,6109.10.00,Camisetas de punto de algodón,Japón,2024,37665000.0,2313000.0,302000.0,40280000.0,3237500.0,8268300.0,51785800.0,En revisión,2024-03-02
IMP-2026-00171,IM-140163,Persona jurídica,Antioquia,Medellín,9403.60.00,Muebles de madera,España,2025,59083000.0,3540000.0,759000.0,63382000.0,3411500.0,12690800.0,79484300.0,En revisión,2025-03-05
IMP-2026-00439,IM-480941,Persona jurídica,Bogotá D.C.,Bogotá,8703.23.00,Vehículos automóviles con motor de émbolo,Estados Unidos,2025,47728000.0,3774000.0,910000.0,52412000.0,339400.0,10022800.0,62774200.0,Presentada,2025-12-22
IMP-2026-00055,IM-387936,Persona jurídica,Santander,Floridablanca,8517.12.00,Teléfonos móviles,Estados Unidos,2025,36870000.0,2711000.0,533000.0,40114000.0,4782500.0,8530300.0,53426800.0,Con corrección,2025-11-08
IMP-2026-00177,IM-352838,Persona natural,Antioquia,Itagüí,8471.30.00,Máquinas automáticas para procesamiento de datos,Corea del Sur,2025,55868000.0,3196000.0,726000.0,59790000.0,8016900.0,12883300.0,80690200.0,En revisión,2025-02-12
IMP-2026-00328,IM-662628,Persona natural,Santander,Floridablanca,3004.90.00,Medicamentos para uso humano,Alemania,2025,127143000.0,6005000.0,1086000.0,134234000.0,1479900.0,25785600.0,161499500.0,Presentada,2025-02-21
IMP-2026-00195,IM-571832,Persona jurídica,Atlántico,Barranquilla,6109.10.00,Camisetas de punto de algodón,Corea del Sur,2025,30720000.0,874000.0,235000.0,31829000.0,2379400.0,6499600.0,40708000.0,En revisión,2025-11-03
IMP-2026-00199,IM-147670,Persona jurídica,Santander,Floridablanca,8517.12.00,Teléfonos móviles,Brasil,2024,522095000.0,12543000.0,8484000.0,543122000.0,17100700.0,106442300.0,666665000.0,Extemporánea,2024-01-03
